모델,Train R2,Val R2,MAE,RMSE
random_forest,0.7657462892535867,0.42268922507033757,0.7444175453190363,9.586212327585933
baseline,0.22809289938421295,0.3696572946343357,1.0049220122532478,10.016836339852363
catboost,0.8587540188147376,0.3647839475883793,0.7460072852910986,10.05548319885978
lightgbm,0.3738829811872655,0.331367215757048,0.8622890536574287,10.316587023763494
xgboost,0.6006723838903967,0.19482260997192757,0.8928029743641615,11.321083614340566
